board,from,to,results
1kr4r/pbpp2p1/1pn2n2/2b1pq1p/8/2NPBB1P/PPP2PP1/1KR1Q1NR w - - 4 11,62,45,1.0
Rnk3r1/2p4r/1p2p3/4P3/6pp/2B5/P4PPP/1R4K1 w - - 2 30,42,57,-1.0
1kr1qbnr/pppb2pp/2n2p2/4p3/4QP2/2NP4/PPPB2PP/R2K1BNR w kq - 4 7,59,57,0.0
1kr1qb1r/ppp2ppp/2n5/4nb2/8/3P1N1P/PPP1Q1P1/RNBK1B1R w kq - 0 9,46,36,-1.0
2r2k2/pR6/4p1p1/r1b4p/4P3/5BP1/P1R2PKP/8 w - - 0 29,55,39,1.0
1kr4r/pbpp2p1/1pn2q1p/3Bpp1P/1b6/2NPP1P1/PPP2P2/1KR1Q1NR w - - 1 12,61,25,-1.0
2r4r/pkp4p/1pnp2p1/8/8/3P2PP/PPP5/1KR3NR w - - 0 18,36,42,1.0
8/pp4pp/3b1p2/3k4/2pn1P2/6P1/PPPK3P/4B1N1 w - - 7 27,42,35,0.0
rnbk1b1r/pppp2p1/5nqp/5pB1/5p2/2NP3N/PPP1P1PP/R2KQB1R w KQkq - 0 6,55,47,1.0
rn1qkb1r/3ppppp/b4n2/2pP4/8/8/PP2PPPP/RNBQKBNR w KQkq - 0 6,58,40,0.0
r2qk2r/1p1n2pp/p1p1pbbn/P2p4/3P2P1/2P5/1P1NBP1P/R1BQNRK1 w kq - 0 14,52,45,1.0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,52,44,1.0
1rq5/6pk/Rrnpp2p/2p1p3/2Q1PP2/2PPB2P/6PK/R7 w - - 1 28,49,41,1.0
8/1pk4p/3R4/2P3P1/6rr/p3BK2/5P2/8 w - - 0 37,24,16,1.0
8/8/b4Npp/8/2k2P2/P5P1/1K5P/8 w - - 0 49,55,47,1.0
8/5qb1/Q4n1k/1p2pP1p/2p1N1pP/2P3N1/PP4P1/7K w - - 3 45,35,53,1.0
r1bk1b1r/pp3n1p/2p1qp2/3p1p2/8/2NPP2P/PPP1N1P1/R2KQB1R w KQkq - 0 10,50,42,0.0
2r2r2/1b3pk1/p4qp1/1pppB3/5P2/1P1PPR2/P1P3PP/R6K w - - 0 23,42,45,0.0
8/2k3p1/3n4/1p4K1/6Bp/7P/6P1/8 w - - 2 62,58,43,0.0
2r1qrnk/pppb1pb1/2np2pp/1B2p3/4P2B/2PPN3/PP1N1PPP/R2QR1K1 w - - 10 14,45,62,-1.0
B1bk1r2/2p1n3/1p4pp/pqb5/8/2QP4/PP4PP/1KR3NR w - - 0 23,43,34,-1.0
r3k2r/pppqnppp/2n5/3p1b2/3P4/P1bBB3/1PP1NPPP/R2Q1RK1 w kq - 0 10,25,18,0.0
8/1p3pp1/p2k3p/P2P3P/1K6/1P4P1/8/8 w - - 1 49,51,43,0.0
r2q1rk1/5ppp/p1p2P2/1p1n4/1b1B4/5PP1/PP1Q3P/2KR1B1R w - - 1 19,43,25,0.0
rnbkqbnr/ppp1p1pp/8/3p1p2/8/5P2/PPPPP1PP/RNBKQBNR w KQkq - 0 2,53,37,1.0
4r3/ppkb4/2pb4/3p1p2/3Pn1pB/3BP3/PPP1N1P1/2K3R1 w - - 6 28,57,50,-1.0
rnbqkbnr/1p3ppp/p3p3/2pp4/3PP3/5N2/PPPN1PPP/R1BQKB1R w KQkq - 0 5,48,40,-1.0
r1b2b2/p2nk2p/1pp2np1/8/P3Pp2/1P4PB/1BP3KP/3RR3 w - - 0 23,36,29,0.0
rnbqk2r/1pp1bp1p/p3p3/5p2/3P4/2NQ4/PPP2PPP/R3KBNR w KQkq - 0 9,48,40,1.0
r2q1rk1/1pp3pp/4bp2/p1bn4/3B4/1P4P1/P3PPBP/2RQ1RK1 w - - 0 16,52,34,1.0
3r4/k2P4/4B2R/1pq1p1p1/1n1pP3/1P4P1/K2Q3P/8 w - - 2 40,19,25,1.0
1kr1qbnr/pbpp4/1pn1p1pp/5p2/4P3/2NP1PP1/PPPB3P/1KR1QBNR w - - 0 8,55,47,0.0
3r4/qp3pk1/4r1pp/2BQb3/8/P2B2P1/5P1P/1R4K1 w - - 1 31,63,59,1.0
1kr3r1/p1p4B/1p6/4B3/8/1P6/P1P3bP/1K2R1b1 w - - 0 23,34,6,0.0
3Q4/k3n3/8/p3q3/P1B5/8/KP6/8 w - - 7 60,41,48,0.0
2bq1r2/1p2n1bk/r2p2pp/pNp1np2/P1N1PB2/2PP2P1/1P4BP/R2Q1RK1 w - - 3 17,56,40,1.0
rn1qk1nr/pp1bppbp/3p2p1/1Bp5/4PP2/2N2N2/PPPP2PP/R1BQK2R w KQkq - 4 6,58,51,1.0
r2k2r1/1ppb1qb1/p2p1np1/8/4pPpN/1P2P3/PBPP1N2/1KR3QR w K - 2 17,42,51,1.0
r1bk1b1r/ppp1pqpp/2np4/5pB1/3Pn3/2N2N2/PPP1PPPP/1KR1QB1R w KQ - 4 6,45,28,1.0
k1r5/pp1q1bNp/2r5/4QpP1/3P1P2/P1B5/3K3P/4R3 w - - 1 30,63,58,-1.0
8/pp4kp/5rp1/4qPQP/3pP1R1/6RK/P3r3/8 w - - 1 33,9,12,1.0
1kr1q1r1/ppp4p/2np4/8/4P1BP/1P6/PBPb4/1K2Q1NR w - - 1 19,38,11,1.0
8/6Np/5k2/8/3K4/6n1/8/8 w - - 3 68,37,45,0.0
4r3/n1k5/1pn2q2/5p2/P1Np1P1p/P1r2B1P/2K2Q2/1RR5 w - - 5 55,20,18,1.0
r1bkqbnr/pppp2pp/2n5/4pp2/8/2NP4/PPP1PPPP/R1BKQBNR w KQkq - 1 3,57,42,-1.0
rnbkq2r/6pp/2pp1p2/ppb1p3/4PPn1/1BNP3N/PPPB2PP/R2KQ2R w KQkq - 0 9,48,32,-1.0
8/2R2p2/8/3k2Pb/5p2/8/4pBK1/5r2 w - - 8 73,26,35,1.0
r1bqkb1r/pp1ppp1p/2n2np1/8/2PNP3/8/PP3PPP/RNBQKB1R w KQkq - 1 6,62,45,1.0
8/6p1/5k1p/5p1P/5P2/3Nn1P1/1R4K1/1r6 w - - 1 56,10,20,0.0
8/4rpk1/PR6/5P2/1pn4P/1Pb3P1/6K1/8 w - - 0 47,11,26,0.0
r3r1k1/1pqb1pb1/2pp1np1/p1n5/2P1PPPp/PPN4P/2N3BK/BR1QR3 w - - 1 21,41,50,-1.0
r7/1R4p1/k3Bp2/4p3/1B2P3/1P4P1/2r2PKP/8 w - - 1 41,32,40,1.0
B7/6p1/5p1p/8/5P1P/2rk2P1/5K2/8 w - - 10 54,27,19,-1.0
1kr1qb1r/pb1n1pp1/2n1p3/1pp1P3/5PP1/2pP1N2/PP1BN3/1KR1QBR1 w - - 0 16,27,18,0.0
kr3r2/p1p3p1/2bp1n2/2p1pqNp/7P/2NP1P2/PPPQ2P1/1KR4R w - - 3 18,60,57,0.0
1k2r2r/pp6/2p2p2/2bp4/5P1p/1P1RP3/P1P1N1PP/2K3R1 w - - 3 26,52,34,0.0
rnbkqbnr/p1pp2pp/1p6/4pp2/8/2NP4/PPP1PPPP/R1BKQBNR w KQkq - 0 3,49,41,-1.0
rnbqr1k1/pp3pbp/3p1np1/2pP4/8/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 6 10,61,60,-1.0
1k3rr1/2pq4/1p2b3/p3Q3/P3P2P/1PpP4/6P1/1KR2B1R w - - 0 31,27,18,0.0
8/8/5q2/8/8/4RK2/8/6k1 w - - 2 79,40,45,0.0
r4k2/ppbbq1p1/2p3r1/2Pp3n/PP1BpP1p/2N1P2P/1Q2N1PR/1KR5 w - - 12 27,60,61,1.0
r2k3r/ppp3pp/3nbp2/8/2PP2P1/3BPNnP/PB6/1KRq3R w KQ - 0 18,24,3,0.0
rnbqkbnr/pp2pppp/2p5/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,51,35,1.0
4rb1k/6p1/2pr3p/pp2pP1P/4P1Q1/4BN2/qPP3RK/8 w - - 0 38,53,8,-1.0
5r2/2k4p/1p1p4/8/2Pb1p2/4P3/P2p2PP/1K5R w - - 0 34,45,27,1.0
8/1kpN4/1pr5/p7/8/PP6/2Pq1pQ1/1K6 w - - 0 33,47,11,1.0
8/1k3K2/ppR5/3Pr3/8/1P6/P7/8 w - - 16 55,50,49,0.0
r2kqb1r/pbp2ppp/1p3n2/3p4/P7/3P1n1P/1PP1PQP1/RNBK1B1R w KQkq - 0 8,36,21,-1.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,52,36,0.0
rnbkqb1r/ppp1nppp/8/3pp3/4P3/3P4/PPP2PPP/RNBKQBNR w KQkq - 1 3,62,52,1.0
1kr1qb1r/ppp2ppp/2n1pn2/3p1b2/3P1P2/PP3N2/2P1P1PP/RNBKQB1R w kq - 1 6,59,57,1.0
r4k2/1bp1rppp/p2bq3/1p1p2PN/3P4/4P2P/PPPQ4/1K2RBR1 w - - 5 18,60,52,-1.0
8/R7/p3p3/5p2/k1b5/P7/5PPP/6K1 w - - 5 39,35,26,1.0
8/2k3p1/ppp2p2/3p1Pb1/PP6/1K1Br3/2P5/5R2 w - - 0 41,49,41,1.0
2b5/ppk2pp1/6r1/2N5/2PRpP1p/4P1nP/P2K2P1/5B2 w - - 9 28,39,22,1.0
4r1k1/p7/2p5/1pPp2B1/2np2P1/7P/PP1K4/5R2 w - - 5 40,36,26,0.0
1r3rk1/3b1pbp/1q1pp1p1/1p6/4P1n1/1P1B4/P2BQPPP/2R2RK1 w - - 0 19,45,30,-1.0
8/3k4/5Q2/1K4P1/8/1q6/8/8 w - - 1 83,22,17,0.0
r1bk1b1r/ppp3pp/2np1n2/3q4/5B2/3B1NQ1/PPP3PP/RN1K3R w KQkq - 0 9,51,43,1.0
1k2r2b/2p3q1/p1np4/1p1N1p2/5N1Q/1PP2P2/P4BP1/1K5R w - - 0 30,49,33,-1.0
1kr4r/p3q1pp/1p1p1n2/5p2/8/1P2Pb1P/PBP5/1KR1QBR1 w - - 2 17,60,52,-1.0
r2kqbnr/pppb2pp/2n5/4p3/3pP3/3P1N2/PPP1B1PP/RNBKQ2R w KQkq - 0 7,45,36,1.0
r1b1k2r/pp3ppp/2P5/4q3/2Pnn3/P1Q5/1B2PPPP/R3KB1R w KQkq - 1 14,45,28,1.0
8/5pk1/4p1p1/1b1qP2p/8/2QP4/4B1PP/5K2 w - - 5 53,62,54,0.0
2r5/3k4/p1qp1b2/5p1p/4P3/1N1Q2P1/P6P/3R1K2 w - - 1 29,34,42,0.0
2Q5/8/P7/2b1P3/4k3/2B1q1p1/1K6/8 w - - 8 79,37,28,1.0
2r3k1/pb2ppbp/1p4pB/3qP3/2rP4/5P2/P2QN1PP/3R1RK1 w - - 1 19,61,58,1.0
1qrr2k1/pb2npb1/Bp2pnpp/8/3P4/P1N1BN1P/1P2QPP1/2R1R1K1 w - - 8 19,42,52,0.0
r2q1rk1/4bppp/2p1p3/p2p4/2PP4/1PBQ4/P4PPP/R4RK1 w - - 0 15,48,32,1.0
1rbqk2r/2pp1pb1/p1n3p1/5p1p/2PP3P/2N1P1P1/P4PB1/R2QK1NR w KQk - 1 12,56,57,1.0
k2r4/p7/Bp2p1pp/nN2qn2/6pP/Pb2R3/8/K3Q3 w - - 0 35,29,36,-1.0
8/8/8/8/8/r3kb2/3R4/4K3 w - - 82 102,27,20,0.0
rnbkqbnr/p1pp2pp/1p6/4pp2/8/2NP4/PPP1PPPP/R1BKQBNR w KQkq - 0 3,49,41,1.0
8/3n2pp/pp1kpp2/4p3/1PP1P3/3KNP2/P5PP/8 w - - 0 24,53,45,0.0
2rb2k1/q4p1p/1p1np1p1/1P1p4/3P4/3NP1P1/3NQP1P/1R4K1 w - - 1 26,56,58,0.0
3q4/k1p2RP1/p2n4/4Q3/3p4/3P4/PP5P/1K6 w - - 1 42,60,43,-1.0
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,52,44,1.0
5R2/8/8/8/3K4/6k1/5p2/8 w - - 2 65,31,22,1.0
k1r5/p7/1pPn4/1P4R1/7p/1N1N2b1/P7/1K6 w - - 2 48,37,43,0.0
1kr2r2/pbppq1p1/1p3n1p/8/1b2P2Q/2NB4/PPPB2PP/1KR2R2 w - - 2 15,36,52,-1.0
6r1/pk1r4/1p2p1p1/PP1pPp1p/2pPn2P/R3P3/2P1B1P1/4K1R1 w - - 0 27,57,49,0.0
2k1r3/1p2npp1/5n1p/2q2bQ1/p1P5/2B3PB/P4P1P/4R1K1 w - - 0 39,55,47,-1.0
r4rk1/1b1nqppp/p2bpn2/3p4/PP1N4/NQ4P1/3BPPBP/R1R3K1 w - - 6 16,59,52,0.0
8/8/7R/1kp5/1p6/1P6/6r1/2K5 w - - 34 86,42,33,0.0
2rr3Q/1b2kq2/p7/1p1p4/1P6/1B5P/6P1/7K w - - 2 43,61,52,-1.0
1kb5/1pp4p/p7/4Qpq1/P2P4/1P1B2P1/K1P5/8 w - - 7 44,46,38,-1.0
3kn2r/1p1bq1p1/r1p4p/p2p2P1/Pb2p2P/1PN1P3/1BPP1N2/1KR1Q2R w Q - 0 15,56,40,-1.0
1k6/8/1Pp3p1/2P3P1/rK2R2p/7P/3p4/8 w - - 1 53,16,24,-1.0
1kr5/ppp3p1/2n1q2p/8/3p2PN/4r2P/PPPQ1R2/1KR5 w - - 3 25,28,20,0.0
1k6/1pp4p/5B2/3q4/b7/6P1/2PP3P/1K2Q3 w - - 0 28,42,24,0.0
1kr3r1/1bpq4/1p1bp3/p1np1p2/5Pp1/1P1PP1P1/PBPN1QB1/1KR4R w - - 0 19,39,30,-1.0
1kr3nr/pbp5/2q1p2p/2p1Pp2/5NpP/2N1Q3/PPP2P2/1KR3R1 w - - 2 16,60,42,-1.0
r5k1/6pp/3bp3/1pp1p1B1/1P2P3/2P5/5PPP/3R2K1 w - - 0 25,61,56,0.0
8/8/pp5r/3P4/1K6/1P1Q4/k6r/8 w - - 0 42,1,8,-1.0
2rr2k1/1p1q1ppp/4p3/1Nn1P3/p1P2B2/P1Q5/1P1p1PPP/4R1K1 w - - 0 32,19,11,-1.0
5rk1/3n1p2/pr2p2p/n2p2p1/Pp1P4/1P1NP1PP/N5P1/1RR3K1 w - - 1 27,49,41,1.0
rnbqkb1r/p3pppp/2p2n2/8/PppP4/2N1PN2/1P3PPP/R1BQKB1R w KQkq - 0 7,33,25,-1.0
1kr1qbnr/ppp3pp/2n5/4p3/4p1b1/1P3N2/PBPN1PPP/R2KQB1R w kq - 0 8,35,28,1.0
4R3/7b/8/8/2pK2k1/1p5p/8/8 w - - 14 55,62,55,-1.0
r1bk3r/pppp2p1/7p/4p2q/3nPP2/6P1/PPPQ2BP/R2K2NR w KQkq - 1 13,53,39,-1.0
r1b2rk1/1p3pp1/p3p3/4P3/1q6/2N1QN2/Pn3PPP/1R3K1R w - - 2 19,55,62,1.0
8/8/8/2k5/3p4/3P1K2/8/8 w - - 0 41,35,34,0.0
4q3/3b2QN/3kp3/1p1pN3/1P1p4/6P1/5PK1/8 w - - 1 59,52,43,1.0
1k3r1q/1bpp4/1pn1p3/p4r1P/3bN3/P2P4/1PP3B1/1KB1RR1Q w - - 5 30,13,37,-1.0
6bk/6p1/2p2p2/7p/4RP2/1pB1P3/1P4PP/r5K1 w - - 1 43,40,0,0.0
rn1kqb1r/pbpp2pp/1p3n2/5p2/4pP2/1PN5/PBPPP1PP/1KR1QBNR w KQ - 0 6,36,28,1.0
r1bq1rk1/pp1p1ppp/2n1pn2/8/1bPN4/2N1P3/PPQ2PPP/R1B1KB1R w KQ - 1 8,60,62,-1.0
4r3/3R4/8/8/8/8/2p2K2/2k5 w - - 0 64,18,10,-1.0
r2r4/4bkp1/5p2/3n4/1p6/1P1N2R1/P2BN3/1K6 w - - 2 35,61,53,1.0
3Q4/6k1/6n1/4p3/p2p1q2/7B/8/4K3 w - - 2 53,45,54,1.0
r1q1kb1r/pp3ppb/2n1pn2/2pp2p1/3P1B2/1QP1PN1P/PP1N1P2/R3KB1R w KQkq - 0 11,47,38,0.0
8/kp2r3/4BQ2/2p2Pp1/2PpP3/2q2P2/8/2KR4 w - - 2 34,17,18,0.0
r1b1kbnr/ppqp1ppp/2n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6,59,50,0.0
rn2k2r/pp2bppp/1qp2n2/3p1b2/8/1Q1P1NP1/PP2PPBP/RNB2RK1 w kq - 3 9,59,41,1.0
k7/6pp/p7/1p1r1N2/6P1/1P5P/P1P5/1K6 w - - 0 36,59,35,1.0
k3K3/8/8/8/8/P7/5B2/8 w - - 5 71,49,56,0.0
6k1/p1p1q3/1pn1Pr2/5P1R/2P2Q2/4B3/P1P4K/8 w - - 1 40,63,62,-1.0
3k4/1pp5/3b1nB1/8/4p3/1P3n2/PB2r3/1K1R4 w - - 0 37,15,12,0.0
8/1r6/8/p7/K3kp2/2P5/1P3R2/8 w - - 0 45,37,28,0.0
1k1rq1r1/2p4p/Qp2p3/5pp1/3b4/1P3P2/PBP1R2P/1K5R w - - 2 20,13,27,1.0
r4rk1/p3qpp1/2p1bn1p/2b1p3/4P3/2NB4/PPQB1PPP/1R3RK1 w - - 4 15,58,44,1.0
1kr4r/pppbq1pp/3b1n2/3pnp2/8/1PN1PN2/PBPPB1PP/1KR1Q2R w - - 4 10,60,52,1.0
6r1/pp6/2p2k2/3p1rp1/2PPn2B/1P2P3/PK4R1/6R1 w - - 1 32,44,45,1.0
r1b1r1k1/pp2qppp/2pb1p2/8/8/2PBPN1P/PP2QPP1/R3RK2 w - - 0 14,50,42,0.0
1k3r2/pppb3p/4q1n1/2b1pr2/2P5/6PN/PB1PQ1BP/1KR4R w - - 1 20,43,34,0.0
rqb2rk1/pp2ppbp/2np1np1/1N6/4P3/2PB1N1P/PP2QPP1/R1BR2K1 w - - 1 12,60,62,0.0
8/2p3Rp/1pk5/8/8/KP6/2P5/7r w - - 3 45,23,7,0.0
8/8/8/2p5/R1Pk1p2/5P2/P1r5/4K3 w - - 2 50,9,10,-1.0
1kr1r3/1ppb2p1/p5q1/7p/3P2n1/1P2p1N1/P1RQBPPP/K5R1 w - - 0 23,28,20,1.0
5k2/pp3pp1/7p/P2Q2P1/2KP3P/2PP4/q3r3/8 w - - 4 35,1,8,1.0
r1bkqbnr/ppp2ppp/8/3pn3/8/4P3/PPPP2PP/RNBKQBNR w KQkq - 0 4,42,36,1.0
r1bkqb1r/ppp3pp/3p1n2/n3pp2/2B1P3/2NP1P2/PPP3PP/R1BKQ1NR w KQkq - 1 6,42,32,-1.0
7R/3kb3/3p1p1p/2p3p1/2PpP1P1/3P1P2/3BK1P1/7r w - - 13 55,0,7,0.0
r1q1r1k1/p3ppbp/2Q3p1/8/2Rp1P2/3P2P1/PP1BP1KP/5R2 w - - 1 20,36,54,1.0
8/1pp4p/p1b1k3/5pp1/1PP2p2/2N1K1P1/1PP4P/8 w - - 0 35,36,29,0.0
5k2/6pR/5p2/2r5/p2p4/3B1K2/2P5/8 w - - 0 48,32,24,-1.0
r1bkqbnr/ppp3pp/8/3pnp2/8/3P3P/PPP1P1P1/RNBKQBNR w KQkq - 0 5,53,37,0.0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,52,44,0.0
r1bkqbnr/ppp2ppp/2n5/3pp3/5P2/4P3/PPPP2PP/RNBKQBNR w KQkq - 0 3,52,36,-1.0
1k4r1/p1p2r1p/bp1p4/8/4P3/1PQ2P2/P6P/1KR5 w - - 1 32,52,53,0.0
r1bqkb1r/5ppp/p1np1n2/1p2p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq - 0 9,49,33,0.0
r4rk1/1p3ppp/p1nqpn2/1B1p4/3P4/2P2N1P/PP3PP1/R2Q1RK1 w - - 0 13,48,40,-1.0
r4rk1/1p2bppp/1q1pb3/4p2n/p1PnP3/N2NBP2/PP1Q2PP/R2K1B1R w - - 12 15,60,62,-1.0
8/pp2k3/3nPp2/1P2nPp1/2BK2P1/5N2/8/8 w - - 3 51,51,36,0.0
8/R2pk3/4p3/5pp1/3N1n1p/1Pr2P1P/2P2KP1/8 w - - 7 32,58,18,-1.0
6k1/7p/3p2p1/5p2/4r3/1p1qPQ2/2N5/2R1K3 w - - 0 43,25,17,-1.0
8/8/1pB5/1Pk1p3/P3P3/1K1r4/8/8 w - - 5 49,27,19,1.0
4rk2/1p3p1p/6p1/rb1pP3/5P2/1P2PN2/6PP/2R2RK1 w - - 2 23,51,33,1.0
r2k1b1r/p1pp2pp/1p3n2/4pP1q/8/2NP4/PPPQ1P1P/1KR2B1R w KQ - 1 11,60,39,1.0
1kr4r/1pq2p1p/p3b1p1/P2p2Q1/2pPPn2/2N2P1P/1PP5/R2K1B1R w kq - 2 19,42,50,0.0
r5k1/1b1q2pp/1pp5/pP6/2P1QN2/6P1/P3P2P/5RK1 w - - 1 26,43,51,1.0
5k2/6p1/6Bp/8/6rP/pP6/P7/1K6 w - - 0 55,14,30,1.0
1kr4r/ppp4p/2np1Q2/8/2qbPN2/2N5/PPP3PP/1KR4R w - - 1 15,34,27,0.0
1k6/2p5/1p4qp/p1Pp2p1/1n1P4/2R1p2P/PP1r2P1/K1RQ4 w - - 2 36,13,11,1.0
rnb1rk2/pp2qppp/2p2n2/3p4/3N4/bPN1P3/PBP2PPP/1KR1QB1R w - - 1 9,43,16,1.0
4r2k/ppp3p1/7p/q1b5/2Q5/2NP3P/P1RB2P1/K7 w - - 3 29,62,63,-1.0
8/p1p5/1p2k3/4br2/P1N3p1/1P6/2P5/3K3R w - - 0 38,18,36,1.0
r1bq1rk1/pppnn1bp/3p2p1/3Ppp2/2P1P3/2N2P2/PP2B1PP/R1BQNRK1 w - - 0 11,53,37,0.0
r2k1b1r/ppp2p2/2n1bq2/4p2p/2PpP1p1/3P4/PPQNBPPP/RR2NK2 w KQ - 0 14,47,39,1.0
8/2p3R1/1pk5/8/P2P4/1P1K4/2P4r/8 w - - 5 53,12,15,-1.0
r1bqk2r/pp2bppn/3p2n1/3Pp3/1RP1P2p/2N2N1P/P3BPP1/2BQ1RK1 w kq - 1 13,45,55,1.0
1k1r1b1r/1ppq2pp/p1n2p1n/5b2/3pN3/1P1B1P2/PBPPNQPP/1KR4R w - - 3 12,62,47,1.0
r2k3r/1pp1bppp/1nn1q3/4p3/p7/P1NP1P2/1PP3PP/R1BKQ1NR w KQkq - 2 11,61,52,1.0
r2qkb1r/pppnpppp/5n2/3p1bB1/3P4/2P2N2/PP2PPPP/RN1QKB1R w KQkq - 3 5,57,51,0.0
2r1rbk1/1bqn1p1p/p2p1np1/1p1Pp3/2p1P3/2P2NN1/PPBBQPPP/R3R1K1 w - - 2 18,52,61,0.0
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,52,44,0.0
rnbkqbnr/ppp1pppp/8/3p4/8/8/PPPPPPPP/RNBKQBNR w KQkq - 0 1,51,35,-1.0
8/8/2KB4/1P1P4/4k3/4b3/8/8 w - - 1 79,13,20,1.0
r1bqkb1r/p2n1ppp/1pn1p3/2ppP3/3P1P2/1N3N2/PPP3PP/R1BQKB1R w KQkq - 0 8,49,41,0.0
8/8/5P2/6Kp/2k4P/1p6/8/8 w - - 0 59,25,17,1.0
1kr2br1/1b3q2/1p1pp2n/1P3p1p/2PP2pn/3B1P2/1B1NN1PP/1KRQ3R w - - 0 20,48,41,-1.0
r2kqb1r/pbpp1ppp/1pn1p3/6P1/3nP3/2NP4/PPP2PBP/R1BKQ1NR w KQkq - 1 7,37,27,0.0
6R1/1kp5/pp1P4/1R3r2/P2P4/3Kr1p1/6P1/4b3 w - - 0 37,52,20,-1.0
1kr4r/1p1n2pp/p1p1qb2/3pp3/5P2/1P2P3/PBP1N1PP/1K1RQ2R w - - 0 16,50,42,-1.0
8/1kp2Q2/1p1p4/p3p3/4P1p1/P1KP4/1PP5/6q1 w - - 0 46,48,32,1.0
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,48,40,0.0
8/8/8/7r/3k4/3b4/3K1R2/8 w - - 38 80,23,39,0.0
k7/p2R4/4p2p/nP4p1/P1q2b2/5P1P/1PQ3P1/1K6 w - - 10 36,49,56,-1.0
3r2k1/1b3p1p/1p3qp1/p1rp4/3Nn2P/P3P1PB/1P3P2/2RRQ1K1 w - - 2 27,58,34,0.0
8/1k4pp/1pp5/4p3/2P5/1N3QnP/PKB5/4q3 w - - 0 42,12,22,-1.0
1r3k2/6p1/RP2p3/8/2P1pP2/8/7r/4K1R1 w - - 1 31,63,15,0.0
r2q1rk1/pp1b1ppp/1n2nb2/2p1P3/3p4/3B1NBP/1PP2PP1/R1Q1R1K1 w - - 0 19,52,45,-1.0
2kr1n1r/2q2p2/1pp1b2p/P1p3p1/1p1bN1N1/3PB2P/2PQ1RP1/5RK1 w - - 1 22,36,27,0.0
1kr1r3/ppp5/2q4p/5R2/8/2PPp1P1/P1P4P/1K2Q2R w - - 1 24,63,60,0.0
6k1/p7/bp2p3/2p1N1p1/1PPr2Pp/P4P1P/8/2R1K3 w - - 0 30,54,38,-1.0
8/k4rp1/P1p2p1p/2N4P/1r1PP1P1/2R3K1/5P2/8 w - - 1 39,9,25,-1.0
r3q2k/pp5p/6p1/3Q1b2/8/8/PP4PP/R4R1K w - - 3 26,62,63,1.0
1k1nr2r/pb4pp/1p2p1q1/2b1P3/2BQ4/1P4P1/PBP4P/1KR2R2 w - - 5 26,52,34,1.0
3R4/8/p1p1k3/4b1P1/1pp5/1PP5/P2B2r1/3K4 w - - 0 45,33,25,0.0
1k1r4/1pp3pp/1p6/1N6/P1P2n2/1P3P1P/8/1K4R1 w - - 0 28,61,59,0.0
1rb1rk2/4p1b1/3p1q2/2p2p2/1nB5/pPN1P3/P1P3P1/1KNRQ2R w - - 1 21,38,45,0.0
2r5/1kp4p/bp4p1/3qB3/8/1P3P2/P4QP1/1K2R3 w - - 3 29,42,35,0.0
1k1rr3/pppq1bp1/1bn2p1p/3n4/3PNP1P/2P2N2/PP1B1QB1/1KR1R3 w - - 1 18,63,60,-1.0
k1r2n1R/p2b1Br1/1pp5/3pNp2/6p1/1PP1P3/PK1P2P1/7R w - - 0 30,49,41,-1.0
1rr3k1/R3ppbp/3pb1p1/7n/1p2P1P1/2N4P/1PPB1PBK/5R2 w - - 0 21,33,25,1.0
r1bkq2r/pppp2pp/2n2n2/4ppB1/4P3/P1bP4/1PP2PPP/R2KQBNR w KQkq - 0 6,25,18,1.0
r1bqr1k1/pp2bpp1/2n2n1p/3p4/1P6/P1N2NP1/1B2PPBP/R2Q1RK1 w - - 3 13,61,60,0.0
r1bk3r/pppq1ppp/1b3nn1/3p4/1P6/P1N1PNB1/2P2PPP/R2KQB1R w KQkq - 1 10,32,41,0.0
3r4/2R3p1/1k1r1p2/1p6/p1p5/n4BP1/4RPKP/8 w - - 4 45,48,41,-1.0
2b1r1k1/r4ppp/p1n5/1pNp4/4n3/3B4/PPP1NPPP/R4K1R w - - 2 16,45,28,0.0
2r5/3b1pk1/4pqp1/3p3p/3N3P/2P1R1Q1/1P3PP1/6K1 w - - 15 46,61,54,-1.0
5r2/pb2npk1/6r1/2p3b1/2B5/P2Q4/1P3PPP/R5K1 w - - 5 28,62,54,0.0
r7/4p3/3bRpk1/P2P1q2/6p1/2B1Q3/5pP1/7K w - - 0 43,21,13,-1.0
1kr2b2/1pp4q/1n2rp2/1p1p1N1p/3P4/PP1P4/KBR3PP/2Q2R2 w - - 1 26,60,44,0.0
